"","nct_id","phase","enrollment","number_of_arms","has_dmc","Drug_Class","allocation","intervention_model","primary_purpose","masking","subject_masked","caregiver_masked","investigator_masked","outcomes_assessor_masked","Experimental","Control","Other","n_countries","lead_agency","n_collaborator","us_international","intervention_type","Disease_Group","duration","Therapy","Pivotal","SPA","Orphan","Breakthrough","RMAT","QIDP","Fast_Track","n_primary_endpoint","n_secondary_endpoint"
"2224","NCT02390050","Phase 2",5.67675380226828,"More than three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",0.693147180559945,"Industry",0,"Both","Drug","Endocrine",396,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2225","NCT02389816","Phase 3",6.20050917404269,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",0,"Industry",0,"International only","Drug","Psychiatry",1071,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2226","NCT02389621","Phase 3",5.37063802812766,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","0","0",3.13549421592915,"Industry",0,"Both","Drug","Hematology",674,"Monotherapy","Y","N","No","No","No","No","Yes","1-3","1-2"
"2227","NCT02389413","Phase 2",4.78749174278205,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.94591014905531,"Industry",1.09861228866811,"International only","Drug","Neurology",761,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2228","NCT02388919","Phase 3",6.08449941307517,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",0,"Industry",0,"International only","Drug","Oncology",680,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2229","NCT02388737","Phase 3",6.55535689181067,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","1","0","0",1.38629436111989,"Industry",0,"International only","Drug","Autoimmune/immunology",1370,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"2230","NCT02388724","Phase 3",6.17586727010576,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.38629436111989,"Industry",0,"International only","Drug","Autoimmune/immunology",856,"Combination","N","N","No","No","No","No","No","1-3","1-2"
"2231","NCT02388295","Phase 2",4.07753744390572,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.94591014905531,"Industry",0,"Both","Drug","Neurology",511,"Monotherapy","N","N","Yes","No","No","No","Yes","1-3","1-2"
"2232","NCT02388165","Phase 2",8.14612951002541,"Less than or equal to three","True","Vaccine","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","FALSE","TRUE","TRUE","0","1","0",2.484906649788,"Industry",0,"Both","Biological","Infectious Disease",1456,"Monotherapy","N","N","No","No","No","No","Yes","1-3","1-2"
"2233","NCT02388061","Phase 2",5.30826769740121,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0.693147180559945,"Other",0.693147180559945,"International only","Drug","Neurology",1073,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2234","NCT02387853","Phase 2",4.76217393479776,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.38629436111989,"Industry",0,"Both","Drug","Autoimmune/immunology",727,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2235","NCT02387801","Phase 3",2.484906649788,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Drug","Autoimmune/immunology",489,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2236","NCT02387606","Phase 2",4.18965474202643,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","1","0","0",0,"Industry",0,"International only","Drug","Infectious Disease",148,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2237","NCT02387359","Phase 3",6.96034772910131,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Gastroenterology (Non Inflammatory Bowel Disease)",790,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"2238","NCT02387216","Phase 2",5.03043792139244,"Less than or equal to three","True","Biologic","Randomized","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.79175946922805,"Industry",0.693147180559945,"Both","Drug","Oncology",1503,"Combination","Y","N","Yes","No","No","No","Yes","1-3","1-2"
"2239","NCT02385760","Phase 2",4.82028156560504,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0.693147180559945,"Other",1.09861228866811,"International only","Drug","Dermatology",489,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2240","NCT02384941","Phase 3",6.67582322163485,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","1","0","0",0.693147180559945,"Industry",0.693147180559945,"Both","Drug","Endocrine",700,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"2241","NCT02384538","Phase 2",4.88280192258637,"Less than or equal to three","True","Biologic","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",1.79175946922805,"Industry",0,"Both","Biological","Rheumatology (Non Autoimmune)",488,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2242","NCT02384460","Phase 3",5.12989871492307,"Less than or equal to three","False","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","0","0",2.56494935746154,"Industry",0.693147180559945,"Both","Drug","Metabolic",847,"Monotherapy","Y","N","Yes","Yes","No","No","No","1-3","1-2"
"2243","NCT02384317","Phase 2",1.6094379124341,"Less than or equal to three","False","NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0.693147180559945,"Industry",0,"Both","Drug","Renal",672,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2244","NCT02383940","Phase 2",4.46590811865458,"Less than or equal to three","True","NME","Randomized","Parallel Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","0","0",0,"Industry",1.09861228866811,"U.S.A. only","Drug","Endocrine",519,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2245","NCT02383810","Phase 2",6.21060007702465,"More than three","False","NME","Randomized","Parallel Assignment","Not Treatment","Triple or quadruple","TRUE","TRUE","TRUE","TRUE","0","1","0",2.07944154167984,"Industry",0.693147180559945,"International only","Drug","Oncology",366,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2246","NCT02383589","Phase 3",4.90527477843843,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","Double","TRUE","FALSE","TRUE","FALSE","0","0","0",2.484906649788,"Industry",0.693147180559945,"Both","Drug","Autoimmune/immunology",1617,"Monotherapy","Y","N","Yes","Yes","No","No","No","1-3","1-2"
"2247","NCT02382939","Phase 3",4.52178857704904,"Less than or equal to three","False","Biologic","Randomized","Parallel Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",1.79175946922805,"Industry",0,"International only","Drug","Endocrine",326,"Monotherapy","Y","N","No","No","No","No","No","1-3","1-2"
"2248","NCT02382510","Phase 2",4.07753744390572,"Less than or equal to three","False","NME","Randomized","Crossover Assignment","Treatment","Triple or quadruple","TRUE","TRUE","TRUE","FALSE","0","1","0",0,"Industry",0,"U.S.A. only","Drug","Respiratory",336,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2249","NCT02382276","Phase 3",6.00388706710654,"Less than or equal to three","False","Non-NME","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0.693147180559945,"International only","Drug","Psychiatry",555,"Monotherapy","N","N","No","No","No","No","No","1-3","1-2"
"2250","NCT02381366","Phase 2",2.484906649788,"Less than or equal to three","True","Biologic","Other","Single Group Assignment","Not Treatment","None","FALSE","FALSE","FALSE","FALSE","0","0","0",0,"Industry",0.693147180559945,"U.S.A. only","Biological","Respiratory",1157,"Monotherapy","N","N","Yes","No","No","No","No","1-3","1-2"
"2251","NCT02380443","Phase 2",2.484906649788,"More than three","True","Biologic","Other","Single Group Assignment","Treatment","None","FALSE","FALSE","FALSE","FALSE","1","0","0",0,"Industry",0,"U.S.A. only","Biological","Oncology",730,"Combination","N","N","No","No","No","No","No","1-3","1-2"
